wav_filename,wav_filesize,transcript
sää-13_aug14.wav,45164,sää
sää-10_aug14.wav,35884,sää
sää-11_aug18.wav,47724,sää
sää-04_aug16.wav,37484,sää
sää-08_aug8.wav,42284,sää
sää-07_aug9.wav,31404,sää
sää-09_aug6.wav,41964,sää
sää-07_aug15.wav,31404,sää
sää-04_aug15.wav,37484,sää
sää-05_aug11.wav,42284,sää
sää-05_aug13.wav,42284,sää
sää-05_aug2.wav,42284,sää
sää-04_aug10.wav,37484,sää
sää-10_aug5.wav,35884,sää
sää-10_aug2.wav,35884,sää
sää-11_aug4.wav,47724,sää
sää-07_aug5.wav,31404,sää
sää-04_aug3.wav,37484,sää
sää-06_aug11.wav,31084,sää
sää-12_aug11.wav,39404,sää
sää-06_aug14.wav,31084,sää
sää-13_aug15.wav,45164,sää
sää-12_aug7.wav,39404,sää
sää-07_aug19.wav,31404,sää
sää-12_aug12.wav,39404,sää
sää-07_aug2.wav,31404,sää
sää-14_aug14.wav,32524,sää
sää-05_aug10.wav,42284,sää
sää-05_aug14.wav,42284,sää
sää-09_aug18.wav,41964,sää
sää-08_aug10.wav,42284,sää
sää-03_aug19.wav,35884,sää
sää-11_aug17.wav,47724,sää
sää-11_aug16.wav,47724,sää
sää-06_aug17.wav,31084,sää
sää-08_aug9.wav,42284,sää
sää-09_aug11.wav,41964,sää
sää-09_aug19.wav,41964,sää
sää-09_aug9.wav,41964,sää
sää-09_aug10.wav,41964,sää
sää-06_aug10.wav,31084,sää
sää-05_aug9.wav,42284,sää
sää-12_aug10.wav,39404,sää
sää-12_aug16.wav,39404,sää
sää-14_aug11.wav,32524,sää
sää-14_aug15.wav,32524,sää
sää-04_aug2.wav,37484,sää
sää-07_aug1.wav,31404,sää
sää-11_aug11.wav,47724,sää
sää-08_aug15.wav,42284,sää
sää-14_aug7.wav,32524,sää
sää-08_aug3.wav,42284,sää
sää-03_aug18.wav,35884,sää
sää-06_aug16.wav,31084,sää
sää-07_aug18.wav,31404,sää
sää-05_aug12.wav,42284,sää
sää-12_aug4.wav,39404,sää
sää-14_aug3.wav,32524,sää
sää-08_aug13.wav,42284,sää
sää-10_aug6.wav,35884,sää
sää-11_aug9.wav,47724,sää
sää-13_aug10.wav,45164,sää
sää-04_aug1.wav,37484,sää
sää-03_aug20.wav,35884,sää
sää-14_aug17.wav,32524,sää
sää-04_aug14.wav,37484,sää
sää-12_aug14.wav,39404,sää
sää-04_aug13.wav,37484,sää
sää-10_aug3.wav,35884,sää
sää-13_aug8.wav,45164,sää
sää-04_aug4.wav,37484,sää
sää-08_aug2.wav,42284,sää
sää-09_aug20.wav,41964,sää
sää-12_aug19.wav,39404,sää
sää-14_aug19.wav,32524,sää
sää-14_aug1.wav,32524,sää
sää-05_aug20.wav,42284,sää
sää-14_aug8.wav,32524,sää
sää-12_aug8.wav,39404,sää
sää-04_aug18.wav,37484,sää
sää-08_aug18.wav,42284,sää
sää-11_aug20.wav,47724,sää
sää-05_aug18.wav,42284,sää
sää-07_aug8.wav,31404,sää
viesti-01_aug4.wav,30124,viesti
viesti-03_aug8.wav,33964,viesti
viesti-01_aug12.wav,30124,viesti
viesti-02_aug15.wav,31724,viesti
viesti-01_aug13.wav,30124,viesti
viesti-01_aug14.wav,30124,viesti
viesti-02_aug13.wav,31724,viesti
viesti-04_aug2.wav,39084,viesti
viesti-03_aug9.wav,33964,viesti
viesti-01_aug20.wav,30124,viesti
viesti-03_aug2.wav,33964,viesti
viesti-04_aug4.wav,39084,viesti
viesti-03_aug1.wav,33964,viesti
viesti-01_aug9.wav,30124,viesti
viesti-03_aug3.wav,33964,viesti
viesti-03_aug16.wav,33964,viesti
viesti-03_aug12.wav,33964,viesti
viesti-03_aug20.wav,33964,viesti
viesti-04_aug5.wav,39084,viesti
viesti-03_aug5.wav,33964,viesti
viesti-01_aug10.wav,30124,viesti
viesti-01_aug1.wav,30124,viesti
viesti-01_aug2.wav,30124,viesti
viesti-02_aug1.wav,31724,viesti
viesti-04_aug10.wav,39084,viesti
viesti-02_aug14.wav,31724,viesti
viesti-03_aug4.wav,33964,viesti
viesti-01_aug7.wav,30124,viesti
viesti-03_aug7.wav,33964,viesti
viesti-02_aug16.wav,31724,viesti
viesti-02_aug18.wav,31724,viesti
viesti-02_aug8.wav,31724,viesti
viesti-03_aug17.wav,33964,viesti
viesti-02_aug2.wav,31724,viesti
viesti-02_aug7.wav,31724,viesti
viesti-04_aug3.wav,39084,viesti
viesti-03_aug6.wav,33964,viesti
viesti-01_aug11.wav,30124,viesti
viesti-03_aug14.wav,33964,viesti
viesti-03_aug13.wav,33964,viesti
viesti-04_aug8.wav,39084,viesti
viesti-03_aug15.wav,33964,viesti
viesti-01_aug16.wav,30124,viesti
viesti-01_aug17.wav,30124,viesti
viesti-04_aug6.wav,39084,viesti
viesti-03_aug19.wav,33964,viesti
viesti-01_aug3.wav,30124,viesti
viesti-02_aug5.wav,31724,viesti
viesti-02_aug9.wav,31724,viesti
viesti-02_aug4.wav,31724,viesti
viesti-03_aug11.wav,33964,viesti
viesti-04_aug7.wav,39084,viesti
viesti-01_aug19.wav,30124,viesti
viesti-04_aug9.wav,39084,viesti
viesti-02_aug11.wav,31724,viesti
viesti-01_aug5.wav,30124,viesti
viesti-02_aug3.wav,31724,viesti
viesti-01_aug15.wav,30124,viesti
viesti-02_aug6.wav,31724,viesti
viesti-02_aug19.wav,31724,viesti
viesti-04_aug12.wav,39084,viesti
viesti-03_aug10.wav,33964,viesti
viesti-02_aug10.wav,31724,viesti
viesti-04_aug1.wav,39084,viesti
viesti-02_aug20.wav,31724,viesti
viesti-02_aug12.wav,31724,viesti
viesti-02_aug17.wav,31724,viesti
viesti-04_aug11.wav,39084,viesti
viesti-01_aug18.wav,30124,viesti
viesti-01_aug8.wav,30124,viesti
viesti-03_aug18.wav,33964,viesti
viesti-01_aug6.wav,30124,viesti
soita-03_aug16.wav,24044,soita
soita-12_aug13.wav,29644,soita
soita-03_aug18.wav,24044,soita
soita-11_aug12.wav,25964,soita
soita-04_aug14.wav,36524,soita
soita-07_aug19.wav,36204,soita
soita-09_aug16.wav,39084,soita
soita-11_aug10.wav,25964,soita
soita-05_aug13.wav,49324,soita
soita-04_aug2.wav,36524,soita
soita-08_aug8.wav,44844,soita
soita-05_aug17.wav,49324,soita
soita-09_aug19.wav,39084,soita
soita-11_aug19.wav,25964,soita
soita-10_aug19.wav,49964,soita
soita-09_aug7.wav,39084,soita
soita-10_aug4.wav,49964,soita
soita-07_aug2.wav,36204,soita
soita-04_aug13.wav,36524,soita
soita-07_aug13.wav,36204,soita
soita-10_aug9.wav,49964,soita
soita-10_aug18.wav,49964,soita
soita-12_aug15.wav,29644,soita
soita-07_aug8.wav,36204,soita
soita-03_aug13.wav,24044,soita
soita-10_aug17.wav,49964,soita
soita-04_aug19.wav,36524,soita
soita-11_aug11.wav,25964,soita
soita-04_aug1.wav,36524,soita
soita-03_aug11.wav,24044,soita
soita-04_aug11.wav,36524,soita
soita-09_aug18.wav,39084,soita
soita-10_aug14.wav,49964,soita
soita-05_aug7.wav,49324,soita
soita-06_aug6.wav,40364,soita
soita-12_aug1.wav,29644,soita
soita-06_aug18.wav,40364,soita
soita-10_aug15.wav,49964,soita
soita-03_aug17.wav,24044,soita
soita-12_aug12.wav,29644,soita
soita-04_aug7.wav,36524,soita
soita-06_aug16.wav,40364,soita
soita-09_aug20.wav,39084,soita
soita-10_aug5.wav,49964,soita
soita-10_aug1.wav,49964,soita
soita-05_aug10.wav,49324,soita
soita-09_aug8.wav,39084,soita
soita-05_aug8.wav,49324,soita
soita-11_aug4.wav,25964,soita
soita-10_aug2.wav,49964,soita
soita-07_aug15.wav,36204,soita
soita-06_aug10.wav,40364,soita
soita-09_aug12.wav,39084,soita
soita-10_aug7.wav,49964,soita
soita-12_aug18.wav,29644,soita
soita-04_aug3.wav,36524,soita
soita-06_aug4.wav,40364,soita
soita-12_aug14.wav,29644,soita
soita-07_aug3.wav,36204,soita
soita-10_aug20.wav,49964,soita
soita-04_aug4.wav,36524,soita
soita-11_aug7.wav,25964,soita
soita-11_aug5.wav,25964,soita
soita-03_aug20.wav,24044,soita
soita-10_aug11.wav,49964,soita
soita-12_aug2.wav,29644,soita
soita-12_aug9.wav,29644,soita
soita-06_aug2.wav,40364,soita
soita-10_aug12.wav,49964,soita
soita-11_aug20.wav,25964,soita
soita-07_aug16.wav,36204,soita
soita-08_aug4.wav,44844,soita
soita-12_aug6.wav,29644,soita
soita-05_aug4.wav,49324,soita
soita-06_aug12.wav,40364,soita
soita-12_aug3.wav,29644,soita
soita-06_aug5.wav,40364,soita
soita-11_aug13.wav,25964,soita
soita-08_aug20.wav,44844,soita
soita-05_aug9.wav,49324,soita
soita-11_aug16.wav,25964,soita
soita-06_aug11.wav,40364,soita
soita-09_aug5.wav,39084,soita
soita-11_aug15.wav,25964,soita
soita-12_aug16.wav,29644,soita
soita-04_aug5.wav,36524,soita
soita-09_aug3.wav,39084,soita
soita-08_aug16.wav,44844,soita
soita-07_aug14.wav,36204,soita
soita-08_aug3.wav,44844,soita
soita-06_aug3.wav,40364,soita
soita-05_aug5.wav,49324,soita
soita-07_aug1.wav,36204,soita
soita-11_aug14.wav,25964,soita
soita-08_aug5.wav,44844,soita
soita-12_aug10.wav,29644,soita
soita-04_aug20.wav,36524,soita
soita-03_aug10.wav,24044,soita
soita-07_aug12.wav,36204,soita
soita-03_aug12.wav,24044,soita
soita-08_aug2.wav,44844,soita
soita-10_aug8.wav,49964,soita
soita-06_aug1.wav,40364,soita
soita-05_aug18.wav,49324,soita
soita-10_aug10.wav,49964,soita
soita-09_aug2.wav,39084,soita
soita-09_aug15.wav,39084,soita
soita-08_aug17.wav,44844,soita
soita-06_aug13.wav,40364,soita
soita-08_aug7.wav,44844,soita
soita-08_aug10.wav,44844,soita
soita-07_aug10.wav,36204,soita
soita-09_aug1.wav,39084,soita
soita-06_aug14.wav,40364,soita
soita-05_aug15.wav,49324,soita
soita-09_aug10.wav,39084,soita
soita-12_aug17.wav,29644,soita
soita-04_aug15.wav,36524,soita
soita-11_aug2.wav,25964,soita
soita-04_aug12.wav,36524,soita
soita-09_aug4.wav,39084,soita
soita-09_aug9.wav,39084,soita
soita-04_aug16.wav,36524,soita
soita-06_aug19.wav,40364,soita
soita-08_aug1.wav,44844,soita
soita-09_aug17.wav,39084,soita
soita-11_aug17.wav,25964,soita
soita-03_aug8.wav,24044,soita
soita-04_aug9.wav,36524,soita
soita-12_aug7.wav,29644,soita
soita-07_aug9.wav,36204,soita
soita-08_aug14.wav,44844,soita
soita-12_aug4.wav,29644,soita
soita-07_aug18.wav,36204,soita
soita-10_aug16.wav,49964,soita
soita-05_aug19.wav,49324,soita
soita-06_aug8.wav,40364,soita
soita-07_aug5.wav,36204,soita
soita-08_aug18.wav,44844,soita
soita-07_aug4.wav,36204,soita
soita-08_aug15.wav,44844,soita
soita-10_aug13.wav,49964,soita
soita-11_aug18.wav,25964,soita
soita-07_aug20.wav,36204,soita
soita-06_aug17.wav,40364,soita
soita-07_aug7.wav,36204,soita
soita-11_aug1.wav,25964,soita
soita-05_aug3.wav,49324,soita
soita-08_aug12.wav,44844,soita
soita-06_aug15.wav,40364,soita
soita-12_aug5.wav,29644,soita
soita-03_aug15.wav,24044,soita
soita-04_aug6.wav,36524,soita
soita-04_aug17.wav,36524,soita
soita-12_aug8.wav,29644,soita
soita-04_aug8.wav,36524,soita
soita-07_aug17.wav,36204,soita
soita-03_aug19.wav,24044,soita
soita-05_aug16.wav,49324,soita
soita-06_aug7.wav,40364,soita
soita-08_aug9.wav,44844,soita
soita-11_aug8.wav,25964,soita
soita-09_aug11.wav,39084,soita
soita-09_aug6.wav,39084,soita
soita-04_aug10.wav,36524,soita
soita-08_aug6.wav,44844,soita
soita-07_aug11.wav,36204,soita
soita-11_aug3.wav,25964,soita
soita-10_aug3.wav,49964,soita
soita-09_aug13.wav,39084,soita
soita-05_aug1.wav,49324,soita
soita-05_aug6.wav,49324,soita
soita-03_aug9.wav,24044,soita
soita-05_aug12.wav,49324,soita
soita-11_aug9.wav,25964,soita
soita-12_aug20.wav,29644,soita
soita-07_aug6.wav,36204,soita
soita-03_aug14.wav,24044,soita
soita-11_aug6.wav,25964,soita
soita-12_aug19.wav,29644,soita
soita-08_aug13.wav,44844,soita
soita-06_aug9.wav,40364,soita
soita-05_aug11.wav,49324,soita
soita-05_aug20.wav,49324,soita
soita-10_aug6.wav,49964,soita
soita-08_aug19.wav,44844,soita
soita-06_aug20.wav,40364,soita
soita-08_aug11.wav,44844,soita
soita-05_aug14.wav,49324,soita
soita-05_aug2.wav,49324,soita
soita-09_aug14.wav,39084,soita
soita-12_aug11.wav,29644,soita
soita-04_aug18.wav,36524,soita
apua-07_aug20.wav,24364,apua
apua-05_aug11.wav,33644,apua
apua-04_aug10.wav,31084,apua
apua-01_aug6.wav,25644,apua
apua-01_aug10.wav,25644,apua
apua-06_aug2.wav,31724,apua
apua-06_aug3.wav,31724,apua
apua-04_aug16.wav,31084,apua
apua-08_aug3.wav,32044,apua
apua-01_aug14.wav,25644,apua
apua-04_aug19.wav,31084,apua
apua-04_aug11.wav,31084,apua
apua-02_aug10.wav,32044,apua
apua-03_aug20.wav,26924,apua
apua-06_aug15.wav,31724,apua
apua-06_aug5.wav,31724,apua
apua-04_aug18.wav,31084,apua
apua-04_aug3.wav,31084,apua
apua-06_aug9.wav,31724,apua
apua-02_aug7.wav,32044,apua
apua-02_aug17.wav,32044,apua
apua-05_aug3.wav,33644,apua
apua-07_aug1.wav,24364,apua
apua-05_aug4.wav,33644,apua
apua-07_aug14.wav,24364,apua
apua-05_aug16.wav,33644,apua
apua-03_aug15.wav,26924,apua
apua-02_aug5.wav,32044,apua
apua-01_aug18.wav,25644,apua
apua-06_aug13.wav,31724,apua
apua-03_aug2.wav,26924,apua
apua-03_aug3.wav,26924,apua
apua-07_aug10.wav,24364,apua
apua-07_aug11.wav,24364,apua
apua-05_aug9.wav,33644,apua
apua-03_aug17.wav,26924,apua
apua-01_aug1.wav,25644,apua
apua-08_aug2.wav,32044,apua
apua-07_aug15.wav,24364,apua
apua-04_aug5.wav,31084,apua
apua-02_aug9.wav,32044,apua
apua-02_aug6.wav,32044,apua
apua-07_aug13.wav,24364,apua
apua-03_aug7.wav,26924,apua
apua-04_aug6.wav,31084,apua
apua-02_aug18.wav,32044,apua
apua-05_aug8.wav,33644,apua
apua-01_aug2.wav,25644,apua
apua-05_aug1.wav,33644,apua
apua-08_aug4.wav,32044,apua
apua-01_aug19.wav,25644,apua
apua-06_aug20.wav,31724,apua
apua-01_aug15.wav,25644,apua
apua-05_aug15.wav,33644,apua
apua-02_aug14.wav,32044,apua
apua-03_aug18.wav,26924,apua
apua-07_aug7.wav,24364,apua
apua-06_aug17.wav,31724,apua
apua-01_aug12.wav,25644,apua
apua-04_aug4.wav,31084,apua
apua-04_aug15.wav,31084,apua
apua-02_aug1.wav,32044,apua
apua-04_aug20.wav,31084,apua
apua-07_aug5.wav,24364,apua
apua-04_aug1.wav,31084,apua
apua-02_aug12.wav,32044,apua
apua-01_aug7.wav,25644,apua
apua-03_aug16.wav,26924,apua
apua-07_aug19.wav,24364,apua
apua-07_aug4.wav,24364,apua
apua-04_aug8.wav,31084,apua
apua-07_aug18.wav,24364,apua
apua-01_aug16.wav,25644,apua
apua-05_aug14.wav,33644,apua
apua-07_aug9.wav,24364,apua
apua-03_aug4.wav,26924,apua
apua-05_aug10.wav,33644,apua
apua-05_aug5.wav,33644,apua
apua-02_aug19.wav,32044,apua
apua-02_aug16.wav,32044,apua
apua-03_aug10.wav,26924,apua
apua-08_aug1.wav,32044,apua
apua-01_aug17.wav,25644,apua
apua-04_aug9.wav,31084,apua
apua-03_aug5.wav,26924,apua
apua-01_aug4.wav,25644,apua
apua-03_aug11.wav,26924,apua
apua-05_aug2.wav,33644,apua
apua-06_aug10.wav,31724,apua
apua-05_aug12.wav,33644,apua
apua-05_aug7.wav,33644,apua
apua-01_aug13.wav,25644,apua
apua-06_aug4.wav,31724,apua
apua-06_aug7.wav,31724,apua
apua-07_aug16.wav,24364,apua
apua-02_aug20.wav,32044,apua
apua-04_aug13.wav,31084,apua
apua-05_aug6.wav,33644,apua
apua-04_aug12.wav,31084,apua
apua-03_aug12.wav,26924,apua
apua-01_aug11.wav,25644,apua
apua-05_aug20.wav,33644,apua
apua-07_aug6.wav,24364,apua
apua-01_aug5.wav,25644,apua
apua-02_aug8.wav,32044,apua
apua-04_aug17.wav,31084,apua
apua-04_aug7.wav,31084,apua
apua-03_aug19.wav,26924,apua
apua-05_aug19.wav,33644,apua
apua-06_aug6.wav,31724,apua
apua-06_aug8.wav,31724,apua
apua-04_aug2.wav,31084,apua
apua-03_aug8.wav,26924,apua
apua-06_aug16.wav,31724,apua
apua-03_aug6.wav,26924,apua
apua-05_aug17.wav,33644,apua
apua-06_aug18.wav,31724,apua
apua-05_aug13.wav,33644,apua
apua-02_aug2.wav,32044,apua
apua-05_aug18.wav,33644,apua
apua-07_aug2.wav,24364,apua
apua-01_aug20.wav,25644,apua
apua-02_aug4.wav,32044,apua
apua-02_aug11.wav,32044,apua
apua-03_aug13.wav,26924,apua
apua-06_aug1.wav,31724,apua
apua-01_aug9.wav,25644,apua
apua-07_aug12.wav,24364,apua
apua-07_aug3.wav,24364,apua
apua-03_aug1.wav,26924,apua
apua-07_aug8.wav,24364,apua
apua-03_aug9.wav,26924,apua
apua-03_aug14.wav,26924,apua
apua-01_aug3.wav,25644,apua
apua-02_aug3.wav,32044,apua
apua-06_aug12.wav,31724,apua
apua-06_aug19.wav,31724,apua
apua-02_aug13.wav,32044,apua
apua-02_aug15.wav,32044,apua
apua-07_aug17.wav,24364,apua
apua-01_aug8.wav,25644,apua
apua-06_aug11.wav,31724,apua
apua-04_aug14.wav,31084,apua
apua-06_aug14.wav,31724,apua
kyllä-13_aug17.wav,29164,kyllä
kyllä-05_aug10.wav,27564,kyllä
kyllä-09_aug20.wav,30764,kyllä
kyllä-11_aug11.wav,32044,kyllä
kyllä-10_aug8.wav,39404,kyllä
kyllä-08_aug8.wav,31084,kyllä
kyllä-05_aug2.wav,27564,kyllä
kyllä-03_aug13.wav,31724,kyllä
kyllä-07_aug1.wav,31084,kyllä
kyllä-10_aug2.wav,39404,kyllä
kyllä-05_aug6.wav,27564,kyllä
kyllä-05_aug9.wav,27564,kyllä
kyllä-13_aug16.wav,29164,kyllä
kyllä-11_aug13.wav,32044,kyllä
kyllä-09_aug3.wav,30764,kyllä
kyllä-04_aug20.wav,32364,kyllä
kyllä-13_aug9.wav,29164,kyllä
kyllä-13_aug14.wav,29164,kyllä
kyllä-12_aug15.wav,53164,kyllä
kyllä-11_aug15.wav,32044,kyllä
kyllä-13_aug13.wav,29164,kyllä
kyllä-08_aug3.wav,31084,kyllä
kyllä-13_aug1.wav,29164,kyllä
kyllä-05_aug11.wav,27564,kyllä
kyllä-12_aug1.wav,53164,kyllä
kyllä-09_aug13.wav,30764,kyllä
kyllä-12_aug13.wav,53164,kyllä
kyllä-07_aug13.wav,31084,kyllä
kyllä-12_aug5.wav,53164,kyllä
kyllä-08_aug17.wav,31084,kyllä
kyllä-05_aug3.wav,27564,kyllä
kyllä-12_aug14.wav,53164,kyllä
kyllä-05_aug14.wav,27564,kyllä
kyllä-13_aug20.wav,29164,kyllä
kyllä-05_aug17.wav,27564,kyllä
kyllä-06_aug4.wav,30764,kyllä
kyllä-13_aug10.wav,29164,kyllä
kyllä-09_aug7.wav,30764,kyllä
kyllä-10_aug14.wav,39404,kyllä
kyllä-09_aug11.wav,30764,kyllä
kyllä-06_aug6.wav,30764,kyllä
kyllä-07_aug12.wav,31084,kyllä
kyllä-04_aug7.wav,32364,kyllä
kyllä-04_aug2.wav,32364,kyllä
kyllä-07_aug11.wav,31084,kyllä
kyllä-12_aug19.wav,53164,kyllä
kyllä-03_aug15.wav,31724,kyllä
kyllä-03_aug19.wav,31724,kyllä
kyllä-10_aug19.wav,39404,kyllä
kyllä-06_aug20.wav,30764,kyllä
kyllä-09_aug4.wav,30764,kyllä
kyllä-08_aug19.wav,31084,kyllä
kyllä-13_aug2.wav,29164,kyllä
kyllä-10_aug12.wav,39404,kyllä
kyllä-04_aug17.wav,32364,kyllä
kyllä-09_aug19.wav,30764,kyllä
kyllä-05_aug5.wav,27564,kyllä
kyllä-05_aug1.wav,27564,kyllä
kyllä-10_aug13.wav,39404,kyllä
kyllä-07_aug2.wav,31084,kyllä
kyllä-07_aug16.wav,31084,kyllä
kyllä-06_aug16.wav,30764,kyllä
kyllä-11_aug4.wav,32044,kyllä
kyllä-03_aug14.wav,31724,kyllä
kyllä-09_aug12.wav,30764,kyllä
kyllä-10_aug15.wav,39404,kyllä
kyllä-10_aug18.wav,39404,kyllä
kyllä-11_aug3.wav,32044,kyllä
kyllä-12_aug9.wav,53164,kyllä
kyllä-10_aug17.wav,39404,kyllä
kyllä-06_aug18.wav,30764,kyllä
kyllä-11_aug12.wav,32044,kyllä
kyllä-05_aug7.wav,27564,kyllä
kyllä-06_aug1.wav,30764,kyllä
kyllä-08_aug13.wav,31084,kyllä
kyllä-05_aug8.wav,27564,kyllä
kyllä-04_aug8.wav,32364,kyllä
kyllä-06_aug17.wav,30764,kyllä
kyllä-11_aug5.wav,32044,kyllä
kyllä-08_aug6.wav,31084,kyllä
kyllä-08_aug12.wav,31084,kyllä
kyllä-05_aug4.wav,27564,kyllä
kyllä-10_aug11.wav,39404,kyllä
kyllä-12_aug10.wav,53164,kyllä
kyllä-06_aug12.wav,30764,kyllä
kyllä-07_aug4.wav,31084,kyllä
kyllä-08_aug1.wav,31084,kyllä
kyllä-11_aug14.wav,32044,kyllä
kyllä-06_aug10.wav,30764,kyllä
kyllä-13_aug7.wav,29164,kyllä
kyllä-04_aug4.wav,32364,kyllä
kyllä-13_aug3.wav,29164,kyllä
kyllä-04_aug11.wav,32364,kyllä
kyllä-12_aug2.wav,53164,kyllä
kyllä-08_aug9.wav,31084,kyllä
kyllä-13_aug8.wav,29164,kyllä
kyllä-11_aug2.wav,32044,kyllä
kyllä-10_aug20.wav,39404,kyllä
kyllä-11_aug9.wav,32044,kyllä
kyllä-12_aug20.wav,53164,kyllä
kyllä-04_aug5.wav,32364,kyllä
kyllä-04_aug16.wav,32364,kyllä
kyllä-08_aug18.wav,31084,kyllä
kyllä-12_aug3.wav,53164,kyllä
kyllä-04_aug13.wav,32364,kyllä
kyllä-13_aug11.wav,29164,kyllä
kyllä-08_aug2.wav,31084,kyllä
kyllä-11_aug10.wav,32044,kyllä
kyllä-05_aug12.wav,27564,kyllä
kyllä-11_aug7.wav,32044,kyllä
kyllä-07_aug18.wav,31084,kyllä
kyllä-10_aug4.wav,39404,kyllä
kyllä-10_aug3.wav,39404,kyllä
kyllä-07_aug17.wav,31084,kyllä
kyllä-04_aug9.wav,32364,kyllä
kyllä-06_aug3.wav,30764,kyllä
kyllä-06_aug9.wav,30764,kyllä
kyllä-12_aug16.wav,53164,kyllä
kyllä-04_aug18.wav,32364,kyllä
kyllä-09_aug17.wav,30764,kyllä
kyllä-08_aug20.wav,31084,kyllä
kyllä-11_aug8.wav,32044,kyllä
kyllä-13_aug6.wav,29164,kyllä
kyllä-07_aug6.wav,31084,kyllä
kyllä-08_aug5.wav,31084,kyllä
kyllä-07_aug19.wav,31084,kyllä
kyllä-12_aug8.wav,53164,kyllä
kyllä-07_aug15.wav,31084,kyllä
kyllä-03_aug20.wav,31724,kyllä
kyllä-12_aug7.wav,53164,kyllä
kyllä-08_aug4.wav,31084,kyllä
kyllä-06_aug14.wav,30764,kyllä
kyllä-09_aug16.wav,30764,kyllä
kyllä-10_aug10.wav,39404,kyllä
kyllä-07_aug9.wav,31084,kyllä
kyllä-09_aug8.wav,30764,kyllä
kyllä-09_aug2.wav,30764,kyllä
kyllä-03_aug18.wav,31724,kyllä
kyllä-04_aug14.wav,32364,kyllä
kyllä-10_aug1.wav,39404,kyllä
kyllä-12_aug6.wav,53164,kyllä
kyllä-13_aug15.wav,29164,kyllä
kyllä-04_aug6.wav,32364,kyllä
kyllä-08_aug16.wav,31084,kyllä
kyllä-03_aug16.wav,31724,kyllä
kyllä-10_aug7.wav,39404,kyllä
kyllä-09_aug18.wav,30764,kyllä
kyllä-09_aug9.wav,30764,kyllä
kyllä-07_aug8.wav,31084,kyllä
kyllä-09_aug1.wav,30764,kyllä
kyllä-12_aug18.wav,53164,kyllä
kyllä-11_aug1.wav,32044,kyllä
kyllä-11_aug18.wav,32044,kyllä
kyllä-07_aug7.wav,31084,kyllä
kyllä-07_aug5.wav,31084,kyllä
kyllä-11_aug19.wav,32044,kyllä
kyllä-09_aug6.wav,30764,kyllä
kyllä-06_aug13.wav,30764,kyllä
kyllä-06_aug15.wav,30764,kyllä
kyllä-08_aug10.wav,31084,kyllä
kyllä-06_aug5.wav,30764,kyllä
kyllä-04_aug12.wav,32364,kyllä
kyllä-13_aug19.wav,29164,kyllä
kyllä-04_aug1.wav,32364,kyllä
kyllä-09_aug15.wav,30764,kyllä
kyllä-10_aug9.wav,39404,kyllä
kyllä-05_aug15.wav,27564,kyllä
kyllä-11_aug20.wav,32044,kyllä
kyllä-08_aug14.wav,31084,kyllä
kyllä-10_aug5.wav,39404,kyllä
kyllä-08_aug7.wav,31084,kyllä
kyllä-12_aug4.wav,53164,kyllä
kyllä-05_aug13.wav,27564,kyllä
kyllä-06_aug7.wav,30764,kyllä
kyllä-09_aug10.wav,30764,kyllä
kyllä-03_aug17.wav,31724,kyllä
kyllä-11_aug6.wav,32044,kyllä
kyllä-05_aug18.wav,27564,kyllä
kyllä-07_aug3.wav,31084,kyllä
kyllä-10_aug16.wav,39404,kyllä
kyllä-13_aug4.wav,29164,kyllä
kyllä-07_aug10.wav,31084,kyllä
kyllä-04_aug3.wav,32364,kyllä
kyllä-11_aug16.wav,32044,kyllä
kyllä-05_aug20.wav,27564,kyllä
kyllä-13_aug12.wav,29164,kyllä
kyllä-04_aug15.wav,32364,kyllä
kyllä-07_aug20.wav,31084,kyllä
kyllä-06_aug2.wav,30764,kyllä
kyllä-13_aug18.wav,29164,kyllä
kyllä-07_aug14.wav,31084,kyllä
kyllä-05_aug19.wav,27564,kyllä
kyllä-08_aug11.wav,31084,kyllä
kyllä-08_aug15.wav,31084,kyllä
kyllä-11_aug17.wav,32044,kyllä
kyllä-10_aug6.wav,39404,kyllä
kyllä-06_aug8.wav,30764,kyllä
kyllä-09_aug14.wav,30764,kyllä
kyllä-12_aug12.wav,53164,kyllä
kyllä-06_aug19.wav,30764,kyllä
kyllä-05_aug16.wav,27564,kyllä
kyllä-06_aug11.wav,30764,kyllä
kyllä-13_aug5.wav,29164,kyllä
kyllä-09_aug5.wav,30764,kyllä
kyllä-12_aug17.wav,53164,kyllä
kyllä-04_aug19.wav,32364,kyllä
kyllä-12_aug11.wav,53164,kyllä
kyllä-04_aug10.wav,32364,kyllä
aika-10_aug15.wav,38444,aika
aika-05_aug1.wav,24044,aika
aika-09_aug1.wav,25644,aika
aika-11_aug6.wav,42604,aika
aika-08_aug18.wav,29804,aika
aika-08_aug17.wav,29804,aika
aika-10_aug8.wav,38444,aika
aika-04_aug15.wav,29804,aika
aika-07_aug7.wav,37164,aika
aika-11_aug4.wav,42604,aika
aika-04_aug2.wav,29804,aika
aika-12_aug9.wav,31564,aika
aika-09_aug11.wav,25644,aika
aika-05_aug9.wav,24044,aika
aika-04_aug6.wav,29804,aika
aika-06_aug14.wav,22444,aika
aika-09_aug10.wav,25644,aika
aika-04_aug20.wav,29804,aika
aika-12_aug14.wav,31564,aika
aika-07_aug16.wav,37164,aika
aika-08_aug20.wav,29804,aika
